frame,triangle_count,total_fragments,covered_pixels,overdraw_extra,avg_overdraw,max_overdraw,rasterized_triangles,skipped_triangles,quad_instances,quad_covered_lanes,quad_waste_lanes,quad_efficiency
301,412459,5621570,2073600,3547970,2.711019,14,48500,363959,1568994,5621570,654406,0.895728
302,545109,5722733,2073600,3649133,2.759806,14,54250,490859,1608255,5722733,710287,0.889587
303,545249,5792910,2073600,3719310,2.793649,16,65434,479815,1644334,5792910,784426,0.880738
304,545593,5813181,2073600,3739581,2.803424,17,75983,469610,1664041,5813181,842983,0.873353
305,545591,5769221,2073600,3695621,2.782225,17,85128,460463,1662672,5769221,881467,0.867462
306,545591,5660472,2073599,3586873,2.729781,17,90953,454638,1645466,5660472,921392,0.860010
307,545591,5489078,2073600,3415478,2.647125,16,91019,454572,1610389,5489078,952478,0.852135
308,545581,5425342,2073600,3351742,2.616388,16,90667,454914,1598844,5425342,970034,0.848323
309,551759,5293316,2073600,3219716,2.552718,15,90298,461461,1568586,5293316,981028,0.843645
310,561209,5076359,2073571,3002788,2.448124,15,89781,471428,1513528,5076359,977753,0.838498
311,561595,4903555,2073577,2829978,2.364781,15,89690,471905,1467061,4903555,964689,0.835609
312,561593,4858897,2073600,2785297,2.343218,15,87905,473688,1449800,4858897,940303,0.837856
313,558873,4892275,2073600,2818675,2.359315,15,86813,472060,1456554,4892275,933941,0.839700
314,558873,4933598,2073600,2859998,2.379243,15,85965,472908,1464548,4933598,924594,0.842171
315,562592,4971478,2073600,2897878,2.397511,15,84320,478272,1472079,4971478,916838,0.844295
316,585626,4990151,2073599,2916552,2.406517,16,83284,502342,1471796,4990151,897033,0.847630
317,585626,5038107,2073599,2964508,2.429644,17,87232,498394,1485312,5038107,903141,0.847988
318,585626,5092594,2073600,3018994,2.455919,18,87610,498016,1497259,5092594,896442,0.850319
319,585662,5101128,2073600,3027528,2.460035,16,85896,499766,1493274,5101128,871968,0.854017
320,585662,5037725,2073599,2964126,2.429460,16,83965,501697,1469608,5037725,840707,0.856984
321,585662,5028317,2073600,2954717,2.424921,15,83759,501903,1464855,5028317,831103,0.858160
322,585662,5015519,2073598,2941921,2.418752,15,83743,501919,1459456,5015519,822305,0.859142
323,558594,4974914,2073599,2901315,2.399169,14,83712,474882,1448957,4974914,820914,0.858361
324,558594,4932572,2073599,2858973,2.378749,14,83927,474667,1437348,4932572,816820,0.857929
325,558224,4916497,2073600,2842897,2.370996,14,84120,474104,1433552,4916497,817711,0.857398
326,538844,4934343,2073600,2860743,2.379602,14,84246,454598,1437257,4934343,814685,0.858292
327,538844,4978452,2073600,2904852,2.400874,14,84656,454188,1448931,4978452,817272,0.858987
328,533036,5042205,2073598,2968607,2.431621,16,84948,448088,1467640,5042205,828355,0.858897
329,533036,5111363,2073600,3037763,2.464971,15,85290,447746,1486418,5111363,834309,0.859678
330,533036,5178496,2073600,3104896,2.497346,15,85388,447648,1503890,5178496,837064,0.860850
331,533036,5215769,2073600,3142169,2.515321,14,85679,447357,1515628,5215769,846743,0.860331
332,533036,5224444,2073599,3150845,2.519505,14,86105,446931,1518276,5224444,848660,0.860259
333,533028,5233896,2073600,3160296,2.524062,15,86463,446565,1521672,5233896,852792,0.859892
334,533026,5244287,2073600,3170687,2.529074,14,86782,446244,1526335,5244287,861053,0.858967
335,533026,5251278,2073600,3177678,2.532445,16,87159,445867,1530402,5251278,870330,0.857827
336,533026,5253594,2073600,3179994,2.533562,16,87374,445652,1534455,5253594,884226,0.855938
337,533026,5248652,2073600,3175052,2.531179,17,87790,445236,1534851,5248652,890752,0.854912
338,533026,5233896,2073600,3160296,2.524062,17,88058,444968,1531894,5233896,893680,0.854154
339,533026,5203389,2073600,3129789,2.509350,15,88501,444525,1526973,5203389,904503,0.851912
340,533026,5174804,2073600,3101204,2.495565,14,88629,444397,1522573,5174804,915488,0.849681
341,533024,5169893,2073600,3096293,2.493197,15,88746,444278,1522884,5169893,921643,0.848701
342,533024,5154946,2073599,3081347,2.485990,15,88822,444202,1519456,5154946,922878,0.848157
343,527438,5113539,2073600,3039939,2.466020,15,89038,438400,1509851,5113539,925865,0.846696
344,527438,5049771,2073599,2976172,2.435269,15,88844,438594,1494262,5049771,927277,0.844860
345,527438,5036701,2073600,2963101,2.428965,15,88837,438601,1492614,5036701,933755,0.843604
346,521798,4966605,2073598,2893007,2.395163,15,88847,432951,1476423,4966605,939087,0.840986
347,519398,4968906,2073600,2895306,2.396270,15,88791,430607,1476795,4968906,938274,0.841164
